,age,gender,time_available,route_type,price,difficulty,accompaniment,transport,selection_map
26894,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Pareja,Bicicleta,9
26895,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,12
26896,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Pie,9
26897,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,11
26898,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Pareja,Bicicleta,11
26899,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,5
26900,35-45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Solo,Pie,9
26901,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,22
26902,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,2
26903,35-45,Hombre,1 - 2,Patrimonio,1-50 Euros,Alta,Pareja,Pie,2
26904,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,20
26905,35-45,Mujer,1 - 2,Patrimonio,Gratis,Baja,Solo,Pie,14
26906,35-45,Mujer,1 - 2,Historica,+50 Euros,Baja,Pareja,Pie,0
26907,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,7
26908,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Solo,Pie,19
26909,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Pareja,Pie,6
26910,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,8
26911,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,11
26912,18-35,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,12
26913,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,9
26914,35-45,Prefiero no decirlo,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,3
26915,35-45,Hombre,1 - 2,Historica,+50 Euros,Baja,Solo,Pie,14
26916,+45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,16
26917,18-35,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Bicicleta,9
26918,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,5
26919,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Pie,16
26920,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,11
26921,35-45,Hombre,3 - 4,Turistica,+50 Euros,Alta,Pareja,Bicicleta,4
26922,+45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,9
26923,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Pie,19
26924,18-35,Mujer,3 - 4,Turistica,Gratis,Alta,Solo,Pie,2
26925,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Pie,21
26926,+45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,5
26927,18-35,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,14
26928,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Pareja,Pie,12
26929,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,23
26930,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,0
26931,+45,Mujer,5 - 6,Turistica,Gratis,Baja,Familia,Pie,17
26932,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,2
26933,18-35,Hombre,5 - 6,Turistica,1-50 Euros,Alta,Familia,Pie,16
26934,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Pareja,Pie,15
26935,+45,Mujer,1 - 2,Patrimonio,1-50 Euros,Baja,Solo,Pie,4
26936,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,20
26937,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,14
26938,18-35,Hombre,7 - 8,Historica,+50 Euros,Baja,Pareja,Bicicleta,12
26939,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,13
26940,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Familia,Pie,8
26941,+45,Mujer,3 - 4,Literaria,Gratis,Alta,Solo,Pie,20
26942,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Pie,3
26943,+45,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Solo,Pie,13
26944,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Pie,4
26945,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,10
26946,+45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Familia,Bicicleta,22
26947,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,1
26948,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,12
26949,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Pareja,Bicicleta,20
26950,+45,Prefiero no decirlo,3 - 4,Turistica,1-50 Euros,Alta,Solo,Pie,14
26951,35-45,Hombre,1 - 2,Turistica,Gratis,Baja,Familia,Pie,4
26952,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,10
26953,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,4
26954,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,20
26955,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Bicicleta,11
26956,+45,Mujer,1 - 2,Historica,+50 Euros,Baja,Familia,Bicicleta,15
26957,18-35,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,5
26958,18-35,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Pie,7
26959,+45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Familia,Bicicleta,16
26960,+45,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,0
26961,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Pie,18
26962,+45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Solo,Pie,16
26963,35-45,Mujer,1 - 2,Turistica,+50 Euros,Baja,Solo,Bicicleta,12
26964,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,9
26965,18-35,Hombre,5 - 6,Historica,1-50 Euros,Baja,Pareja,Bicicleta,14
26966,35-45,Hombre,7 - 8,Patrimonio,1-50 Euros,Alta,Pareja,Pie,16
26967,35-45,Hombre,5 - 6,Historica,Gratis,Alta,Pareja,Bicicleta,13
26968,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Bicicleta,15
26969,18-35,Hombre,5 - 6,Historica,1-50 Euros,Alta,Pareja,Pie,22
26970,35-45,Hombre,1 - 2,Historica,+50 Euros,Baja,Solo,Bicicleta,13
26971,35-45,Hombre,3 - 4,Patrimonio,Gratis,Baja,Solo,Pie,11
26972,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,8
26973,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,19
26974,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Pie,7
26975,35-45,Hombre,5 - 6,Historica,1-50 Euros,Baja,Pareja,Bicicleta,20
26976,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,15
26977,35-45,Hombre,7 - 8,Historica,+50 Euros,Baja,Pareja,Pie,22
26978,35-45,Mujer,1 - 2,Patrimonio,Gratis,Alta,Pareja,Bicicleta,21
26979,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,5
26980,18-35,Mujer,5 - 6,Turistica,+50 Euros,Alta,Solo,Pie,5
26981,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,8
26982,35-45,Mujer,1 - 2,Literaria,Gratis,Alta,Solo,Bicicleta,8
26983,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,14
26984,35-45,Hombre,1 - 2,Historica,1-50 Euros,Alta,Solo,Bicicleta,15
26985,35-45,Hombre,3 - 4,Turistica,+50 Euros,Baja,Pareja,Bicicleta,8
26986,18-35,Prefiero no decirlo,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,20
26987,18-35,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,2
26988,18-35,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,10
26989,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Solo,Bicicleta,16
26990,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,13
26991,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Pareja,Pie,15
26992,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Familia,Bicicleta,12
26993,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Alta,Solo,Pie,5
26994,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Pie,10
26995,18-35,Hombre,7 - 8,Literaria,Gratis,Baja,Solo,Bicicleta,14
26996,+45,Hombre,1 - 2,Historica,+50 Euros,Baja,Familia,Bicicleta,15
26997,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Bicicleta,21
26998,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,19
26999,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,6
27000,+45,Hombre,1 - 2,Patrimonio,Gratis,Baja,Pareja,Pie,6
27001,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,12
27002,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,10
27003,+45,Hombre,5 - 6,Turistica,1-50 Euros,Alta,Familia,Pie,2
27004,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Familia,Pie,23
27005,35-45,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,15
27006,35-45,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Alta,Solo,Pie,13
27007,18-35,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Solo,Pie,8
27008,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Bicicleta,10
27009,18-35,Prefiero no decirlo,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,20
27010,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,18
27011,+45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,3
27012,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,20
27013,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,6
27014,18-35,Hombre,3 - 4,Turistica,+50 Euros,Alta,Pareja,Bicicleta,19
27015,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,9
27016,35-45,Mujer,1 - 2,Historica,+50 Euros,Baja,Familia,Pie,0
27017,35-45,Mujer,3 - 4,Historica,1-50 Euros,Baja,Pareja,Pie,17
27018,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,5
27019,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,13
27020,18-35,Mujer,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,8
27021,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,8
27022,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,13
27023,18-35,Mujer,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,2
27024,35-45,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,3
27025,18-35,Prefiero no decirlo,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
27026,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Familia,Pie,14
27027,18-35,Mujer,1 - 2,Turistica,+50 Euros,Baja,Pareja,Pie,8
27028,35-45,Hombre,3 - 4,Patrimonio,+50 Euros,Alta,Pareja,Bicicleta,21
27029,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Bicicleta,3
27030,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,23
27031,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Familia,Pie,6
27032,18-35,Prefiero no decirlo,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,10
27033,+45,Hombre,3 - 4,Turistica,Gratis,Baja,Familia,Bicicleta,11
27034,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,19
27035,35-45,Mujer,1 - 2,Historica,Gratis,Alta,Solo,Pie,21
27036,35-45,Hombre,1 - 2,Historica,Gratis,Alta,Solo,Pie,22
27037,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Bicicleta,9
27038,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Familia,Pie,10
27039,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,20
27040,35-45,Hombre,3 - 4,Turistica,Gratis,Alta,Familia,Pie,17
27041,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Familia,Pie,20
27042,18-35,Prefiero no decirlo,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,12
27043,18-35,Hombre,1 - 2,Patrimonio,Gratis,Baja,Solo,Bicicleta,23
27044,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,14
27045,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Solo,Bicicleta,5
27046,18-35,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,17
27047,35-45,Mujer,7 - 8,Historica,Gratis,Alta,Pareja,Pie,8
27048,35-45,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,8
27049,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Bicicleta,7
27050,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Familia,Pie,4
27051,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,9
27052,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Familia,Pie,4
27053,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,18
27054,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,1
27055,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Alta,Familia,Bicicleta,7
27056,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Bicicleta,3
27057,35-45,Hombre,7 - 8,Literaria,Gratis,Alta,Solo,Bicicleta,18
27058,18-35,Hombre,1 - 2,Patrimonio,Gratis,Baja,Solo,Bicicleta,7
27059,18-35,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,12
27060,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,17
27061,35-45,Prefiero no decirlo,5 - 6,Historica,1-50 Euros,Baja,Solo,Pie,8
27062,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Familia,Pie,3
27063,+45,Hombre,3 - 4,Patrimonio,Gratis,Alta,Familia,Bicicleta,9
27064,18-35,Hombre,7 - 8,Historica,Gratis,Baja,Pareja,Bicicleta,9
27065,18-35,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Bicicleta,16
27066,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Familia,Pie,3
27067,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,2
27068,35-45,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,15
27069,35-45,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Pie,14
27070,35-45,Mujer,3 - 4,Historica,Gratis,Alta,Familia,Pie,9
27071,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
27072,+45,Hombre,1 - 2,Literaria,1-50 Euros,Baja,Solo,Pie,14
27073,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,1
27074,18-35,Hombre,7 - 8,Historica,1-50 Euros,Baja,Pareja,Pie,2
27075,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Solo,Pie,7
27076,35-45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,10
27077,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,7
27078,35-45,Hombre,3 - 4,Historica,Gratis,Alta,Familia,Bicicleta,19
27079,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Solo,Bicicleta,14
27080,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,7
27081,35-45,Mujer,1 - 2,Historica,1-50 Euros,Baja,Pareja,Pie,10
27082,35-45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,3
27083,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Solo,Pie,16
27084,18-35,Mujer,3 - 4,Turistica,Gratis,Baja,Pareja,Pie,12
27085,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
27086,18-35,Hombre,7 - 8,Turistica,+50 Euros,Baja,Solo,Bicicleta,18
27087,18-35,Hombre,3 - 4,Turistica,Gratis,Baja,Solo,Pie,2
27088,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,10
27089,+45,Mujer,1 - 2,Turistica,Gratis,Alta,Solo,Pie,4
27090,35-45,Prefiero no decirlo,3 - 4,Historica,Gratis,Baja,Solo,Pie,3
27091,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Pareja,Pie,20
27092,+45,Mujer,7 - 8,Historica,Gratis,Baja,Solo,Pie,20
27093,+45,Hombre,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Bicicleta,12
27094,35-45,Hombre,7 - 8,Patrimonio,1-50 Euros,Baja,Pareja,Bicicleta,18
27095,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,12
27096,18-35,Hombre,1 - 2,Historica,Gratis,Alta,Pareja,Pie,18
27097,18-35,Mujer,7 - 8,Turistica,Gratis,Baja,Solo,Pie,14
27098,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Bicicleta,9
27099,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,4
27100,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,9
27101,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Pie,9
27102,+45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Pie,22
27103,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Solo,Pie,6
27104,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,6
27105,18-35,Mujer,1 - 2,Patrimonio,Gratis,Baja,Solo,Pie,6
27106,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Pie,18
27107,18-35,Hombre,3 - 4,Historica,1-50 Euros,Baja,Solo,Pie,18
27108,+45,Hombre,3 - 4,Historica,Gratis,Alta,Pareja,Bicicleta,21
27109,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,10
27110,35-45,Mujer,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,10
27111,35-45,Hombre,5 - 6,Turistica,+50 Euros,Baja,Familia,Pie,18
27112,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,9
27113,+45,Hombre,3 - 4,Turistica,+50 Euros,Baja,Solo,Bicicleta,8
27114,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,8
27115,18-35,Hombre,3 - 4,Literaria,Gratis,Baja,Pareja,Pie,7
27116,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Bicicleta,23
27117,35-45,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Bicicleta,22
27118,18-35,Hombre,5 - 6,Literaria,Gratis,Alta,Pareja,Bicicleta,22
27119,+45,Mujer,1 - 2,Literaria,Gratis,Baja,Familia,Pie,4
27120,35-45,Hombre,3 - 4,Literaria,1-50 Euros,Alta,Solo,Bicicleta,5
27121,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,11
27122,35-45,Mujer,3 - 4,Historica,1-50 Euros,Alta,Familia,Bicicleta,14
27123,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Pareja,Pie,5
27124,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Pareja,Pie,11
27125,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Pareja,Pie,12
27126,18-35,Prefiero no decirlo,1 - 2,Historica,Gratis,Baja,Pareja,Pie,1
27127,18-35,Hombre,3 - 4,Turistica,+50 Euros,Alta,Pareja,Bicicleta,10
27128,18-35,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Familia,Pie,3
27129,35-45,Hombre,7 - 8,Turistica,Gratis,Alta,Pareja,Bicicleta,22
27130,35-45,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Pie,2
27131,35-45,Hombre,7 - 8,Historica,Gratis,Alta,Pareja,Bicicleta,21
27132,35-45,Hombre,1 - 2,Literaria,Gratis,Baja,Pareja,Bicicleta,3
27133,+45,Hombre,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,22
27134,+45,Hombre,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,3
27135,18-35,Mujer,1 - 2,Literaria,Gratis,Alta,Familia,Pie,17
27136,18-35,Hombre,3 - 4,Historica,Gratis,Alta,Solo,Bicicleta,15
27137,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Familia,Bicicleta,15
27138,35-45,Mujer,3 - 4,Turistica,Gratis,Baja,Solo,Pie,12
27139,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Familia,Bicicleta,3
27140,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,5
27141,35-45,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,1
27142,18-35,Hombre,7 - 8,Historica,1-50 Euros,Alta,Solo,Pie,13
27143,18-35,Hombre,3 - 4,Patrimonio,Gratis,Baja,Pareja,Pie,21
27144,35-45,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,11
27145,18-35,Mujer,1 - 2,Historica,1-50 Euros,Baja,Solo,Bicicleta,6
27146,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Pie,9
27147,+45,Mujer,1 - 2,Patrimonio,Gratis,Baja,Pareja,Pie,18
27148,35-45,Hombre,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,16
27149,18-35,Hombre,1 - 2,Literaria,Gratis,Alta,Pareja,Bicicleta,3
27150,+45,Prefiero no decirlo,1 - 2,Turistica,Gratis,Baja,Familia,Pie,9
27151,18-35,Hombre,1 - 2,Historica,Gratis,Baja,Solo,Pie,13
27152,18-35,Prefiero no decirlo,3 - 4,Turistica,Gratis,Alta,Solo,Bicicleta,21
27153,18-35,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Pie,15
27154,35-45,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Bicicleta,6
27155,18-35,Hombre,3 - 4,Historica,1-50 Euros,Alta,Pareja,Bicicleta,12
27156,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,22
27157,35-45,Hombre,1 - 2,Historica,Gratis,Baja,Pareja,Pie,5
27158,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Bicicleta,9
27159,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,9
27160,35-45,Hombre,7 - 8,Historica,1-50 Euros,Baja,Familia,Pie,22
27161,18-35,Hombre,5 - 6,Turistica,1-50 Euros,Baja,Pareja,Bicicleta,22
27162,35-45,Mujer,3 - 4,Turistica,+50 Euros,Baja,Pareja,Pie,1
27163,18-35,Hombre,5 - 6,Turistica,Gratis,Alta,Solo,Pie,14
27164,+45,Hombre,3 - 4,Turistica,Gratis,Baja,Pareja,Bicicleta,3
27165,35-45,Mujer,7 - 8,Historica,Gratis,Baja,Pareja,Pie,16
27166,18-35,Mujer,1 - 2,Historica,Gratis,Alta,Pareja,Pie,6
27167,18-35,Hombre,1 - 2,Turistica,+50 Euros,Baja,Solo,Pie,10
27168,35-45,Hombre,1 - 2,Literaria,1-50 Euros,Alta,Pareja,Bicicleta,18
27169,35-45,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,20
27170,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Solo,Pie,3
27171,18-35,Hombre,7 - 8,Turistica,1-50 Euros,Baja,Solo,Bicicleta,15
27172,18-35,Hombre,1 - 2,Historica,+50 Euros,Baja,Pareja,Pie,5
27173,35-45,Hombre,7 - 8,Historica,1-50 Euros,Baja,Solo,Bicicleta,17
27174,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Pareja,Bicicleta,9
27175,18-35,Hombre,7 - 8,Historica,+50 Euros,Baja,Pareja,Bicicleta,7
27176,18-35,Mujer,7 - 8,Historica,+50 Euros,Baja,Solo,Pie,16
27177,35-45,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,2
27178,35-45,Hombre,5 - 6,Turistica,1-50 Euros,Alta,Pareja,Pie,8
27179,35-45,Mujer,3 - 4,Patrimonio,Gratis,Alta,Pareja,Bicicleta,22
27180,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Solo,Bicicleta,12
27181,18-35,Mujer,3 - 4,Historica,Gratis,Baja,Pareja,Pie,8
27182,35-45,Hombre,3 - 4,Historica,Gratis,Baja,Familia,Bicicleta,22
27183,35-45,Prefiero no decirlo,3 - 4,Turistica,Gratis,Baja,Solo,Pie,1
27184,18-35,Mujer,1 - 2,Historica,Gratis,Baja,Solo,Bicicleta,13
27185,+45,Mujer,3 - 4,Turistica,1-50 Euros,Baja,Familia,Pie,7
27186,35-45,Hombre,1 - 2,Turistica,Gratis,Alta,Pareja,Bicicleta,22
27187,35-45,Hombre,7 - 8,Turistica,1-50 Euros,Alta,Familia,Bicicleta,23
27188,18-35,Mujer,1 - 2,Turistica,Gratis,Baja,Familia,Pie,10
27189,35-45,Hombre,3 - 4,Literaria,+50 Euros,Alta,Solo,Bicicleta,16
27190,18-35,Mujer,1 - 2,Turistica,1-50 Euros,Alta,Solo,Pie,11
27191,35-45,Mujer,1 - 2,Literaria,1-50 Euros,Baja,Solo,Bicicleta,7
27192,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Pareja,Pie,2
27193,35-45,Mujer,1 - 2,Turistica,1-50 Euros,Baja,Solo,Pie,3
27194,18-35,Mujer,3 - 4,Literaria,Gratis,Alta,Pareja,Bicicleta,6
27195,18-35,Hombre,1 - 2,Turistica,Gratis,Baja,Solo,Pie,1
27196,18-35,Mujer,3 - 4,Turistica,1-50 Euros,Alta,Pareja,Pie,4
27197,18-35,Hombre,3 - 4,Literaria,1-50 Euros,Baja,Pareja,Bicicleta,21
27198,18-35,Hombre,7 - 8,Turistica,Gratis,Alta,Familia,Bicicleta,20
27199,35-45,Hombre,1 - 2,Literaria,+50 Euros,Baja,Pareja,Bicicleta,11
27200,35-45,Mujer,3 - 4,Historica,Gratis,Alta,Solo,Pie,12
27201,+45,Hombre,3 - 4,Literaria,Gratis,Alta,Solo,Pie,20
27202,18-35,Hombre,1 - 2,Historica,1-50 Euros,Baja,Solo,Pie,3
